,baseline,v5,v5(compound),defensive,defensive(fixed),balanced,balanced(fixed),aggressive,aggressive(fixed),SOXL 보유
2005-03-21,125937772.3068743,92545904.86419365,90016212.54782863,126901159.5882559,125038306.92978604,133753577.77229324,132402957.10856208,123379950.37035862,139470376.87537548,2836902.2787132366
2005-03-22,125383923.2803886,91430200.61872175,88993020.38798743,126762456.03961635,124929483.43739071,133559820.58767383,132258428.08687519,123109888.45624375,139253583.34284514,2756673.17404369
2005-03-23,126356657.26723136,93385631.42213802,90781459.17171246,126991988.04134654,125109568.76534206,133879867.59429029,132497160.29621729,123555975.17753537,139611681.65685827,2851770.685633207
2005-03-24,126424872.36087236,93534774.84173137,90918260.30806668,127016935.22078139,125129141.72665516,133914652.59176978,132523107.42001024,123604459.07257259,139650602.3425477,2863506.9058365515
2005-03-28,126318763.5688143,93374393.81390369,90770744.8694873,126977376.4624724,125098104.86944255,133859493.99912551,132481963.04929613,123527578.12935156,139588885.78647655,2843333.4998650523
2005-03-29,125243324.66494961,91750981.43009502,89281555.6897518,126699776.59864023,124880306.64461713,133472433.23221424,132193243.36086261,122988086.53942081,139155806.25382626,2702751.972997972
2005-03-30,128098201.29516214,95404290.74861503,92630783.14736569,127244618.17781371,125307776.33828677,134231433.42425168,132759403.29671644,124045993.34725253,140005046.15760702,2908169.954498921
2005-03-31,128090708.79007646,95169205.90236636,92415246.0892253,127159428.4615742,125240938.5210263,134112373.70108995,132670593.24642241,123880045.96938263,139871831.08216596,2835184.5056107757
2005-04-01,127792152.32257047,94524936.3717701,91821848.37136596,126881095.4377021,125022565.07633942,133724688.6876654,132381407.91467339,123339684.29451244,139438053.08454242,2725045.1033939198
2005-04-04,127618174.15482268,94229042.76402931,91549194.69454841,126781511.85220923,124944434.17294958,133583276.21548629,132275924.3100343,123142581.29164095,139279827.67758378,2694169.743474477
2005-04-05,127552983.56293252,94138390.26594515,91465735.69586436,126760713.92938314,124928116.61929864,133547652.66052268,132249351.68224756,123092928.60154875,139239968.73590368,2687721.458351444
2005-04-06,127628617.24753562,94237320.77532184,91556802.56889904,126780612.31728028,124943728.4193228,133581735.45431264,132274775.01223914,123140433.75366674,139278103.73089105,2694160.263490468
2005-04-07,129005367.33894381,96045294.82233761,93221038.76083985,127175873.6196109,125253840.99935581,134256709.88672853,132778257.73249215,124081224.09160899,140033327.81127056,2831237.0402693604
2005-04-08,128997874.83322282,95974629.81325762,93156154.28051871,127126673.89754973,125215240.0721835,134190500.69724587,132728870.40576456,123988940.64684895,139959246.82117918,2806239.2704355987
2005-04-11,128804609.41846673,95598612.91053209,92808496.78164795,126987753.49202964,125106246.43905766,134003464.92053674,132589355.07433923,123728247.14035915,139749973.82404116,2736659.979801946
2005-04-12,128691417.47727439,95485420.96933974,92703043.7170328,126935164.4904478,125064986.3641003,133932070.36529052,132536099.83508822,123628736.24849185,139670090.96516466,2717114.1487718537
2005-04-13,127106907.61730179,93900911.10936715,91228525.94591627,126418577.26856776,124659684.3645251,133230691.43244562,132012921.24331112,122651142.88855529,138885323.077499,2525812.8114589495
2005-04-14,125176983.61391947,91970987.10598482,89433856.54730882,126029601.54237697,124354503.29744877,132699755.3209605,131616880.82332918,121911115.50416684,138291262.4475261,2413155.5254892595
2005-04-15,120571072.0684194,87365075.56048475,85163296.99866118,125063711.53018905,123596689.05673885,131376771.81492361,130630029.61463204,120067119.58378574,136810985.6344804,2185659.6092293714
2005-04-18,121459230.38268122,88259316.16039808,85987805.2996597,125226032.81770003,123724042.46312469,131599647.1716518,130796278.7131071,120377766.87960228,137060359.28219298,2217849.8429308846
2005-04-19,124350673.61684701,91547346.59909561,89019660.45374964,125894817.65776025,124248755.07985476,132517892.12690333,131481223.86913896,121657631.62747552,138087777.01624078,2364826.5670105466
2005-04-20,123090100.802358,90286773.7846066,87848069.8051885,125556327.03926598,123983183.42282867,132054394.37227154,131135487.6469566,121011600.92131267,137569172.68296722,2264573.8401168464
2005-04-21,128189323.7256511,95385996.70789972,92557918.02278969,126591960.44067274,124795716.66143537,133476145.1943344,132196012.21949783,122993260.33257465,139159959.54177907,2510884.680639721
2005-04-22,126863199.83447166,94059872.81672028,91323850.71141572,126248397.86090055,124526165.66469543,133005889.88890228,131845235.34703922,122337810.84223896,138633794.23309115,2394435.4010663657
2005-04-25,127261273.25996685,94464007.12149107,91699569.51530808,126345605.58179554,124602432.52145101,133139251.11841281,131944713.29966319,122523691.89217821,138783011.16202706,2421149.048005786
