Date,Close,Open,High,Low,Volume
2016-12-29,3.808683,3.771180,3.810589,3.687913,5998500.000000
2016-12-30,3.629436,3.890043,3.906569,3.597654,5214000.000000
2017-01-03,3.635157,3.726687,3.792156,3.539813,6211500.000000
2017-01-04,3.668208,3.684099,3.715880,3.614181,3565500.000000
2017-01-05,3.567144,3.677743,3.727958,3.549347,3568500.000000
2017-01-06,3.652953,3.591933,3.681556,3.517564,4870500.000000
2017-01-09,3.770545,3.686643,3.814404,3.686006,5397000.000000
2017-01-10,3.827752,3.769273,3.851269,3.762282,3775500.000000
2017-01-11,3.863983,3.816310,3.863983,3.779444,3205500.000000
2017-01-12,3.764188,3.838557,3.838557,3.593205,5007000.000000
2017-01-13,3.835379,3.775630,3.867160,3.764824,4092000.000000
2017-01-17,3.651047,3.799783,3.799783,3.614181,4072500.000000
2017-01-18,3.803597,3.661853,3.810590,3.661217,3651000.000000
2017-01-19,3.751476,3.748933,3.877330,3.742576,2694000.000000
2017-01-20,3.897035,3.851906,3.963141,3.846185,4134000.000000
2017-01-23,3.820124,3.839827,3.876694,3.731771,4033500.000000
2017-01-24,4.047044,3.862711,4.061027,3.862711,4725000.000000
2017-01-25,4.225019,4.204043,4.251715,4.112512,5010000.000000
2017-01-26,4.151286,4.240910,4.250444,4.095350,3685500.000000
2017-01-27,4.308922,4.218027,4.310194,4.210400,3610500.000000
2017-01-30,4.240273,4.242181,4.245359,4.079460,7095000.000000
2017-01-31,4.075010,4.169083,4.180525,3.998099,6417000.000000
2017-02-01,4.268876,4.234552,4.280317,4.143658,5668500.000000
2017-02-02,4.258072,4.182433,4.306380,4.110606,4839000.000000
2017-02-03,4.331803,4.317184,4.352144,4.281589,2787000.000000
2017-02-06,4.376935,4.362316,4.383927,4.276506,4750500.000000
2017-02-07,4.425243,4.448761,4.471008,4.351510,4060500.000000
2017-02-08,4.446853,4.474820,4.502152,4.378841,3667500.000000
2017-02-09,4.330533,4.470371,4.470371,4.312100,5070000.000000
2017-02-10,4.320364,4.422064,4.422064,4.191331,5946000.000000
2017-02-13,4.350873,4.366127,4.438589,4.327990,4624500.000000
2017-02-14,4.305108,4.335617,4.347695,4.233918,3199500.000000
2017-02-15,4.412529,4.327990,4.425878,4.279683,3541500.000000
2017-02-16,4.429056,4.427149,4.455118,4.348967,2700000.000000
2017-02-17,4.500247,4.375028,4.500247,4.314008,3577500.000000
2017-02-21,4.693476,4.588597,4.695383,4.564443,4737000.000000
2017-02-22,4.694111,4.696654,4.714452,4.635634,2751000.000000
2017-02-23,4.460836,4.647711,4.661059,4.372484,7501500.000000
2017-02-24,4.453208,4.244722,4.454479,4.200864,5176500.000000
2017-02-27,4.581608,4.462110,4.586693,4.426515,3328500.000000
2017-02-28,4.404265,4.601946,4.601946,4.374391,4711500.000000
2017-03-01,4.610845,4.570164,4.627371,4.433505,4848000.000000
2017-03-02,4.467829,4.647076,4.673136,4.454481,4126500.000000
2017-03-03,4.459566,4.474821,4.481813,4.378206,3142500.000000
2017-03-06,4.466558,4.388375,4.490711,4.309557,3381000.000000
2017-03-07,4.497704,4.441769,4.584150,4.403632,4263000.000000
2017-03-08,4.530756,4.562537,4.638177,4.500881,4267500.000000
