rules.ma_window,rules.exit_band,rules.mom_window,rules.trail_pct,rules.target_vol_annual,rules.cooldown_days,cagr,mdd,calmar,rec,uw,worst_year,expo,is_cagr,is_mdd,oos_cagr,oos_mdd,n_trades
100,0.0,20,0.25,0.5,20,0.10662517044638808,-0.6533456066681291,0.16319872569457558,454.0,2617,-0.31967923526690023,0.3920925598480428,0.022072624831056986,-0.6533456066681291,0.2693330722195515,-0.48918575427228483,290
100,0.0,20,0.35,0.25,5,0.08422310681408307,-0.4243938787194814,0.19845504621369292,344.0,1820,-0.18598034300876964,0.23747312262368142,0.05779100450746877,-0.4243938787194814,0.1294211024123737,-0.35786984207507855,283
100,0.0,20,0.35,0.25,20,0.08250363792956206,-0.5169540472831029,0.15959569010662963,413.0,1198,-0.15119965140702007,0.21996948523854154,0.06845774385863845,-0.5169540472831029,0.1038011417476683,-0.3245587102964117,250
100,0.0,20,0.35,0.35,5,0.08521253103613202,-0.5213285795308928,0.163452636939277,346.0,1820,-0.25844893252477175,0.33060688628930357,0.05262331137885923,-0.5213285795308928,0.1405079122602988,-0.49164035222568836,321
100,0.0,20,0.35,0.35,20,0.08250611593381274,-0.6146067177969033,0.13424213166683424,420.0,1205,-0.23101759125208932,0.3049752117766854,0.06680175274734146,-0.6146067177969033,0.10494492073445705,-0.4703377194256234,281
100,0.0,20,0.35,0.5,5,0.11073866672892207,-0.639056215087357,0.1732847034650691,661.0,1820,-0.3464718776608364,0.44566142532073383,0.06798312904847315,-0.639056215087357,0.18326087244060663,-0.6125933690204541,325
100,0.0,20,0.35,0.5,20,0.10656670931394263,-0.6533456066681291,0.16310924605034322,433.0,1784,-0.31967923526690023,0.4111353892544119,0.07539748087595832,-0.6533456066681291,0.15589617182888316,-0.584799625941263,279
100,0.0,60,0.15,0.25,5,0.05998225970136217,-0.4652333949579983,0.12892939404484802,1753.0,2443,-0.2541371328672404,0.21250843071701647,0.03623263466424187,-0.4652333949579983,0.10133301948295714,-0.30156266847741753,420
100,0.0,60,0.15,0.25,20,0.020467621287994175,-0.5591582215158593,0.03660434649875511,1595.0,3625,-0.24848245420428994,0.16538431049147995,0.0006919337589113006,-0.5591582215158593,0.05303739774411853,-0.29783383681599507,292
100,0.0,60,0.15,0.35,5,0.06274594197005978,-0.5755250009214654,0.10902383366421631,1763.0,2451,-0.3326056840375544,0.29587758568637684,0.02460063418063374,-0.5755250009214654,0.12937536986550846,-0.4100833446665545,453
100,0.0,60,0.15,0.35,20,0.006402943129452332,-0.6908745328196821,0.009267881250912309,3528.0,7583,-0.31859506020926376,0.22604475066257676,-0.020796204078653013,-0.6908745328196821,0.05168398028024379,-0.41850938891351397,310
100,0.0,60,0.15,0.5,5,0.07312187009975002,-0.7197653684714371,0.10159125918358457,1778.0,2468,-0.4407269318703815,0.3975685432346635,0.023484514644453114,-0.7197653684714371,0.16028612266902487,-0.4891093014893657,447
100,0.0,60,0.15,0.5,20,0.0043179011942984236,-0.8095002479599239,0.005334033195394636,,7555,-0.41544436215996594,0.3031380108424184,-0.03211089898814645,-0.8095002479599239,0.06542136755827799,-0.4954106371669289,303
100,0.0,60,0.25,0.25,5,0.09102808388894013,-0.3976705636742073,0.22890324857817523,319.0,2544,-0.16900692167672682,0.232826188932817,0.05749619298428699,-0.3976705636742073,0.15025155185252825,-0.2800221656971499,309
100,0.0,60,0.25,0.25,20,0.0821653040954815,-0.5425399795978619,0.15144562094093703,423.0,3289,-0.1976683258908999,0.20691561072637482,0.02920473726360906,-0.5425399795978619,0.1813530168683597,-0.2718053351705142,238
