baskets.count,baskets.slices,entry.dip_vol_mult,exit.lot_tp_vol_mult,exit.lot_tp_sell_frac,exit.upday_sell_frac,exit.basket_sl_pct,exit.basket_tp_pct,exit.max_hold_days,regime.enabled,regime.bear_max_baskets,regime.ma_band,regime.cooldown_after_sl_days,regime.breaker_dd,costs.commission_pct,simple_annual,cagr,mdd,mdd_recover_days,max_underwater_days,sharpe,calmar,worst_year,avg_exposure,n_baskets_closed,basket_win_rate,n_trades,train_simple_annual,train_cagr,train_mdd,train_calmar,train_sharpe,test_simple_annual,test_cagr,test_mdd,test_calmar,test_sharpe
4,8,0.25,1.0,1.0,0.2,,0.1,40,False,1,0.02,20,,0.001,0.7300821608598599,0.12866520189988195,-0.381098235488481,734,1127,0.7077477744057012,0.3376168922298014,-0.28471321669846006,0.15074964885003797,465,0.875268817204301,24268,0.22942328034478288,0.10242619007177844,-0.381098235488481,0.2687658470538218,0.5744245611617392,0.3506118819151878,0.17588735132077726,-0.1681075624089321,1.0462786373222184,0.9736494170417769
4,8,0.25,1.0,1.0,0.0,,0.1,60,True,1,0.02,20,0.15,0.001,0.720937282971195,0.12810853821051227,-0.4083310625419362,429,1370,0.7047832115003461,0.313736940346916,-0.2169291916653434,0.15778447604975054,337,0.7151335311572701,9691,0.21145825496160478,0.09797325739257978,-0.3462045926680044,0.2829923677140008,0.6027377144160242,0.37159881666551287,0.18193832353151373,-0.4083310625419362,0.44556571914689547,0.8525509128671601
4,8,0.25,0.5,1.0,0.0,,0.2,40,True,1,0.02,20,0.15,0.001,0.7182531729490905,0.12794393654309344,-0.35594669011757263,543,1136,0.7891505319686802,0.3594469062230423,-0.1373882418971364,0.13720817353367942,432,0.7847222222222222,10696,0.15765408871183334,0.0827942078084487,-0.35594669011757263,0.23260283100567947,0.5723876074895269,0.47933125603297105,0.20979364003072254,-0.28032110259420806,0.7484047333190579,1.1152127386333193
4,8,0.25,0.5,1.0,0.0,,0.2,40,False,1,0.02,20,0.25,0.001,0.69563018881468,0.1265340132942787,-0.441428103851357,600,1030,0.5908584119730808,0.28664693568510713,-0.2715826084459688,0.2006388356746749,462,0.8484848484848485,12866,0.14976678773929786,0.08028407562285089,-0.441428103851357,0.18187350311951392,0.43297362854374083,0.47949260042250885,0.20983190076563374,-0.34725461070489216,0.6042595095849007,0.8409322242804556
4,4,0.25,0.5,1.0,0.2,,0.1,60,False,1,0.02,20,0.15,0.001,0.6577152139420015,0.12407528533704149,-0.44528331458526915,705,1205,0.6095471396946579,0.27864346422367864,-0.2754794312499035,0.17218427486624674,381,0.7585301837270341,16140,0.1472011955578543,0.07944887510387644,-0.44528331458526915,0.17842320271504905,0.46126388888153136,0.46164370421567313,0.20554276795504123,-0.32430734674222494,0.6337900452141668,0.819255295813853
4,8,0.25,1.0,1.0,0.0,,0.2,60,True,1,0.02,20,0.15,0.001,0.6461271792313011,0.12329827180718778,-0.4210882216764724,457,1233,0.6970555807075657,0.2928086454574819,-0.21692919166534264,0.1573114611291182,298,0.6912751677852349,10053,0.21793476555909297,0.09960908120826728,-0.3899068465772706,0.2554689205451719,0.6246223211853352,0.30479373285365197,0.16179575170406935,-0.4210882216764724,0.38423243248152195,0.790721032492338
4,4,0.25,0.5,1.0,0.2,,0.2,60,True,1,0.02,20,0.15,0.001,0.6093024284220884,0.12074293537129877,-0.3506866308777795,675,1345,0.6612764452435225,0.34430435819316935,-0.1909900861693976,0.15280483221133925,319,0.6865203761755486,15015,0.20158690956842473,0.09540940009279186,-0.3506866308777795,0.27206454906472816,0.5733826459913202,0.3067589928470546,0.16242732155381612,-0.2922672827438201,0.5557492444208608,0.7803800129240979
4,4,0.25,0.5,1.0,0.2,,0.2,40,True,1,0.02,20,0.25,0.001,0.6070145188374667,0.12057963219881018,-0.40314284208769235,521,1297,0.6321548716603792,0.29909902796334775,-0.2880118735238181,0.16323993111484741,416,0.7836538461538461,15508,0.115421956197246,0.06823252864461393,-0.40314284208769235,0.1692514948083138,0.42784307992930337,0.5077412247454712,0.21639383221788022,-0.3942058302661542,0.5489361536631221,0.9290959358769386
4,8,0.25,0.5,1.0,0.2,,0.1,40,False,1,0.02,20,,0.001,0.6043039088757722,0.12038544168536514,-0.2797903424227107,525,904,0.7504141162756723,0.4302701824621427,-0.2137504373060991,0.12912891415554956,469,0.8805970149253731,23791,0.2215164893014346,0.10049870782183468,-0.2797903424227107,0.3591929119197402,0.6270933637702417,0.28305640545063304,0.15463103347639606,-0.16812060825555586,0.9197625150234132,0.9912876337016775
4,8,0.25,0.5,1.0,0.2,,0.2,40,False,1,0.02,20,,0.001,0.6043039088757722,0.12038544168536514,-0.2797903424227107,525,904,0.7504141162756723,0.4302701824621427,-0.2137504373060991,0.12912891415554956,469,0.8805970149253731,23791,0.2215164893014346,0.10049870782183468,-0.2797903424227107,0.3591929119197402,0.6270933637702417,0.28305640545063304,0.15463103347639606,-0.16812060825555586,0.9197625150234132,0.9912876337016775
